Country Name,Country Code,Indicator Name,Indicator Code,2011,2012,2013,2014,2015,2016,2017,2018,2019,
中国,CHN,GDP（现价美元）,NY.GDP.MKTP.CD,7.5515E+12,8.53223E+12,9.57041E+12,1.04385E+13,1.10155E+13,1.11379E+13,1.21435E+13,1.36082E+13,,
