Country Name,Country Code,Indicator Name,Indicator Code,2010,2011,2012,2013,2014,2015,2016
中国,CHN,女性吸烟率（吸烟女性占所有成年人比例）,SH.PRV.SMOK.FE,2.3,2.2,2.2,2.1,2.07,2.05,1.9
